Txn_id,Txn_date,Customer_id,Agent_id,Region,Txn_type,Amount (TZS),Sender_balance_before,Receiver_balance_before,Device_type,Hour_of_day,Is_fraud_flag,Unusual_hour_flag,High_amount_flag,Txn_datetime,Rapid_txn_flag,Fraud_risk_score,Risk_Category,Year_month
TXN2699,2025-03-27,CUST0292,AGT0020,Dar,Deposit,"221,266 ","506,361 ",0 ,Feature Phone,23,0,0,1,8,1,100,High Risk,2025-03
TXN2700,2025-02-20,CUST0223,AGT0032,Mbeya,Deposit,"50,226 ","264,375 ",0 ,Feature Phone,6,0,0,0,7,1,70,High Risk,2025-02
TXN2701,2025-02-08,CUST0223,AGT0157,Arusha,Receive,"292,904 ","394,906 ","59,214 ",Feature Phone,5,0,0,1,8,1,100,High Risk,2025-02
TXN2702,2025-06-29,CUST0410,AGT0053,Arusha,PayBill,"480,995 ","110,279 ",0 ,Smartphone,7,0,0,1,3,1,50,Medium Risk,2025-06
TXN2703,2025-08-07,CUST0450,AGT0126,Dar,PayBill,"418,005 ","334,686 ",0 ,Feature Phone,5,0,0,1,5,1,70,High Risk,2025-08
TXN2704,2025-05-13,CUST0422,AGT0151,Dar,Withdraw,"144,183 ","267,330 ",0 ,Web,7,0,0,0,7,1,70,High Risk,2025-05
TXN2705,2025-12-04,CUST0300,AGT0099,Arusha,Receive,"129,655 ","830,233 ","432,758 ",Web,11,0,0,0,2,0,20,Low Risk,2025-12
TXN2706,2025-08-06,CUST0043,AGT0155,Mwanza,Deposit,"496,007 ","869,777 ",0 ,Feature Phone,18,0,0,1,3,1,50,Medium Risk,2025-08
TXN2707,2025-11-16,CUST0047,AGT0035,Mbeya,Receive,"292,183 ","76,754 ","346,204 ",Web,16,0,0,1,3,1,50,Medium Risk,2025-11
TXN2708,2025-08-11,CUST0245,AGT0010,Mbeya,PayBill,"9,308 ","730,080 ",0 ,Web,22,0,0,0,4,1,40,Medium Risk,2025-08
TXN2709,2025-11-12,CUST0494,AGT0195,Mwanza,Withdraw,"365,658 ","653,017 ",0 ,Web,9,0,0,1,5,1,70,High Risk,2025-11
TXN2710,2025-09-27,CUST0407,AGT0078,Mbeya,BuyAirtime,"449,787 ","292,926 ",0 ,Smartphone,4,0,0,1,4,1,60,Medium Risk,2025-09
TXN2711,2025-03-17,CUST0277,AGT0167,Mbeya,Receive,"444,701 ","73,095 ","126,594 ",Web,17,0,0,1,13,1,150,High Risk,2025-03
TXN2712,2025-10-17,CUST0434,AGT0044,Dodoma,PayBill,"262,612 ","664,448 ",0 ,Smartphone,21,0,0,1,3,1,50,Medium Risk,2025-10
TXN2713,2025-03-14,CUST0217,AGT0126,Mbeya,Send,"378,073 ","648,025 ",0 ,Feature Phone,7,0,0,1,11,1,130,High Risk,2025-03
TXN2714,2025-05-01,CUST0479,AGT0176,Dodoma,Withdraw,"237,470 ","618,082 ",0 ,USSD,0,0,0,1,8,1,100,High Risk,2025-05
TXN2715,2025-07-14,CUST0494,AGT0143,Mwanza,Send,"135,687 ","748,686 ",0 ,Web,11,0,0,0,9,1,90,High Risk,2025-07
TXN2716,2025-12-08,CUST0227,AGT0089,Dar,BuyAirtime,"437,095 ","125,685 ",0 ,Web,14,0,0,1,1,0,30,Low Risk,2025-12
TXN2717,2025-02-11,CUST0317,AGT0030,Mbeya,Receive,"448,271 ","445,876 ","29,374 ",Smartphone,3,0,0,1,15,1,170,High Risk,2025-02
TXN2718,2025-06-29,CUST0255,AGT0186,Dodoma,BuyAirtime,"361,119 ","780,267 ",0 ,Feature Phone,20,0,0,1,3,1,50,Medium Risk,2025-06
TXN2719,2025-08-30,CUST0338,AGT0189,Dar,PayBill,"26,355 ","561,538 ",0 ,Smartphone,4,0,0,0,4,1,40,Medium Risk,2025-08
TXN2720,2025-02-16,CUST0335,AGT0128,Dodoma,BuyAirtime,"162,258 ","319,048 ",0 ,Web,16,0,0,0,16,1,160,High Risk,2025-02
TXN2721,2025-11-04,CUST0247,AGT0065,Dodoma,Send,"69,099 ","923,003 ",0 ,Smartphone,17,1,0,0,5,1,100,High Risk,2025-11
TXN2722,2025-09-27,CUST0471,AGT0053,Arusha,PayBill,"495,243 ","172,542 ",0 ,Web,13,0,0,1,4,1,60,Medium Risk,2025-09
TXN2723,2025-12-11,CUST0347,AGT0122,Dar,PayBill,"253,115 ","787,176 ",0 ,Web,3,0,0,1,1,0,30,Low Risk,2025-12
TXN2724,2025-05-01,CUST0394,AGT0095,Dodoma,BuyAirtime,"419,189 ","257,877 ",0 ,Feature Phone,3,0,0,1,5,1,70,High Risk,2025-05
TXN2725,2025-11-02,CUST0480,AGT0167,Mwanza,Withdraw,"101,446 ","495,966 ",0 ,USSD,7,0,0,0,3,1,30,Low Risk,2025-11
TXN2726,2025-02-11,CUST0383,AGT0011,Arusha,Deposit,"102,579 ","805,782 ",0 ,USSD,21,0,0,0,7,1,70,High Risk,2025-02
TXN2727,2025-02-07,CUST0019,AGT0112,Mbeya,Deposit,"308,062 ","309,727 ",0 ,Feature Phone,23,0,0,1,6,1,80,High Risk,2025-02
TXN2728,2025-12-08,CUST0011,AGT0088,Arusha,BuyAirtime,"359,820 ","418,309 ",0 ,Web,12,0,0,1,1,0,30,Low Risk,2025-12
TXN2729,2025-04-24,CUST0329,AGT0143,Dodoma,Deposit,"226,391 ","516,044 ",0 ,USSD,5,0,0,1,10,1,120,High Risk,2025-04
TXN2730,2025-03-20,CUST0198,AGT0060,Dodoma,Send,"384,111 ","861,603 ",0 ,Web,9,0,0,1,5,1,70,High Risk,2025-03
TXN2731,2025-10-24,CUST0365,AGT0170,Dodoma,Withdraw,"390,045 ","67,016 ",0 ,Feature Phone,22,0,0,1,4,1,60,Medium Risk,2025-10
TXN2732,2025-05-13,CUST0439,AGT0134,Mwanza,Send,"457,054 ","316,660 ",0 ,Web,7,0,0,1,9,1,110,High Risk,2025-05
TXN2733,2025-02-17,CUST0167,AGT0111,Mbeya,PayBill,"89,105 ","377,600 ",0 ,Smartphone,9,0,0,0,12,1,120,High Risk,2025-02
TXN2734,2025-08-17,CUST0381,AGT0106,Mbeya,PayBill,"267,380 ","259,825 ",0 ,Feature Phone,3,0,0,1,6,1,80,High Risk,2025-08
TXN2735,2025-05-18,CUST0176,AGT0144,Mbeya,Withdraw,"304,264 ","713,649 ",0 ,Smartphone,14,0,0,1,7,1,90,High Risk,2025-05
TXN2736,2025-11-15,CUST0430,AGT0043,Arusha,Send,"164,400 ","957,968 ",0 ,USSD,16,0,0,0,1,0,10,Low Risk,2025-11
TXN2737,2025-03-31,CUST0372,AGT0049,Dodoma,Send,"212,217 ","898,370 ",0 ,Feature Phone,21,0,0,1,10,1,120,High Risk,2025-03
TXN2738,2025-07-21,CUST0285,AGT0005,Arusha,PayBill,"308,149 ","188,380 ",0 ,Feature Phone,21,0,0,1,5,1,70,High Risk,2025-07
TXN2739,2025-03-13,CUST0498,AGT0176,Dodoma,Deposit,"227,012 ","799,181 ",0 ,Feature Phone,6,0,0,1,14,1,160,High Risk,2025-03
TXN2740,2025-07-13,CUST0043,AGT0109,Mbeya,PayBill,"448,887 ","428,816 ",0 ,Feature Phone,0,0,0,1,5,1,70,High Risk,2025-07
TXN2741,2025-10-18,CUST0499,AGT0110,Mbeya,PayBill,"119,362 ","373,238 ",0 ,Feature Phone,5,0,0,0,4,1,40,Medium Risk,2025-10
TXN2742,2025-10-24,CUST0122,AGT0064,Mwanza,Deposit,"319,697 ","954,369 ",0 ,USSD,6,0,0,1,3,1,50,Medium Risk,2025-10
TXN2743,2025-08-12,CUST0426,AGT0023,Arusha,Withdraw,"122,833 ","16,229 ",0 ,USSD,3,0,0,0,2,0,20,Low Risk,2025-08
TXN2744,2025-08-07,CUST0364,AGT0175,Dar,Send,"212,668 ","307,107 ",0 ,Smartphone,15,0,0,1,4,1,60,Medium Risk,2025-08
TXN2745,2025-06-24,CUST0424,AGT0119,Dodoma,BuyAirtime,"376,534 ","759,386 ",0 ,Smartphone,12,0,0,1,7,1,90,High Risk,2025-06
TXN2746,2025-11-08,CUST0291,AGT0067,Arusha,Send,"125,637 ","640,083 ",0 ,Web,0,0,0,0,1,0,10,Low Risk,2025-11
TXN2747,2025-06-10,CUST0228,AGT0015,Mbeya,Receive,"427,290 ","751,195 ","205,638 ",Smartphone,10,0,0,1,9,1,110,High Risk,2025-06
TXN2748,2025-05-16,CUST0372,AGT0101,Mbeya,Send,"233,221 ","497,518 ",0 ,USSD,15,0,0,1,8,1,100,High Risk,2025-05
TXN2749,2025-11-10,CUST0021,AGT0167,Dodoma,PayBill,"22,474 ","663,795 ",0 ,Web,6,0,0,0,2,0,20,Low Risk,2025-11
TXN2750,2025-10-01,CUST0357,AGT0150,Dar,Receive,"280,894 ","811,173 ","437,121 ",Feature Phone,14,0,0,1,6,1,80,High Risk,2025-10
TXN2751,2025-03-14,CUST0475,AGT0186,Arusha,Send,"234,533 ","613,157 ",0 ,Smartphone,6,0,0,1,8,1,100,High Risk,2025-03
TXN2752,2025-11-25,CUST0163,AGT0095,Mwanza,BuyAirtime,"477,258 ","118,179 ",0 ,Smartphone,11,0,0,1,4,1,60,Medium Risk,2025-11
TXN2753,2025-12-18,CUST0153,AGT0172,Dar,BuyAirtime,"73,478 ","783,704 ",0 ,USSD,3,0,0,0,1,0,10,Low Risk,2025-12
TXN2754,2025-09-12,CUST0467,AGT0151,Mbeya,PayBill,"388,457 ","426,657 ",0 ,Web,10,0,0,1,9,1,110,High Risk,2025-09
TXN2755,2025-01-28,CUST0263,AGT0097,Dar,Receive,"317,802 ","644,838 ","211,324 ",Feature Phone,16,0,0,1,14,1,160,High Risk,2025-01
TXN2756,2025-09-29,CUST0132,AGT0031,Mwanza,Withdraw,"264,611 ","766,227 ",0 ,Feature Phone,6,0,0,1,5,1,70,High Risk,2025-09
TXN2757,2025-06-22,CUST0065,AGT0051,Dar,Send,"284,376 ","134,770 ",0 ,Web,6,0,0,1,11,1,130,High Risk,2025-06
TXN2758,2025-11-05,CUST0107,AGT0164,Dodoma,Send,"259,452 ","153,757 ",0 ,USSD,3,0,0,1,2,0,40,Medium Risk,2025-11
TXN2759,2025-07-06,CUST0129,AGT0102,Dar,Withdraw,"337,635 ","698,120 ",0 ,Feature Phone,0,0,0,1,8,1,100,High Risk,2025-07
TXN2760,2025-04-01,CUST0163,AGT0066,Dar,Deposit,"282,477 ","885,480 ",0 ,USSD,5,0,0,1,10,1,120,High Risk,2025-04
TXN2761,2025-01-20,CUST0479,AGT0014,Dar,BuyAirtime,"115,612 ","649,967 ",0 ,USSD,4,0,0,0,11,1,110,High Risk,2025-01
TXN2762,2025-04-28,CUST0092,AGT0133,Dodoma,Receive,"276,511 ","538,303 ","257,926 ",Web,23,0,0,1,8,1,100,High Risk,2025-04
TXN2763,2025-11-03,CUST0005,AGT0076,Dodoma,PayBill,"128,804 ","134,561 ",0 ,Feature Phone,17,0,0,0,3,1,30,Low Risk,2025-11
TXN2764,2025-02-02,CUST0063,AGT0002,Arusha,Send,"473,117 ","729,919 ",0 ,Feature Phone,11,0,0,1,15,1,170,High Risk,2025-02
TXN2765,2025-06-13,CUST0063,AGT0103,Dodoma,Send,"272,821 ","243,675 ",0 ,Feature Phone,20,0,0,1,7,1,90,High Risk,2025-06
TXN2766,2025-07-08,CUST0032,AGT0024,Arusha,BuyAirtime,"183,144 ","712,595 ",0 ,Smartphone,7,0,0,0,7,1,70,High Risk,2025-07
TXN2767,2025-08-28,CUST0050,AGT0144,Dar,BuyAirtime,"284,233 ","510,136 ",0 ,Smartphone,3,0,0,1,3,1,50,Medium Risk,2025-08
TXN2768,2025-09-03,CUST0389,AGT0061,Mwanza,Deposit,"222,317 ","904,198 ",0 ,Smartphone,14,0,0,1,9,1,110,High Risk,2025-09
TXN2769,2025-08-01,CUST0089,AGT0098,Dodoma,Receive,"261,881 ","595,013 ","346,418 ",Web,20,0,0,1,4,1,60,Medium Risk,2025-08
TXN2770,2025-05-27,CUST0274,AGT0146,Mbeya,Withdraw,"133,609 ","421,640 ",0 ,USSD,15,0,0,0,7,1,70,High Risk,2025-05
TXN2771,2025-01-06,CUST0021,AGT0156,Arusha,Withdraw,"177,573 ","762,734 ",0 ,Smartphone,5,0,0,0,13,1,130,High Risk,2025-01
TXN2772,2025-09-16,CUST0135,AGT0172,Mwanza,Withdraw,"301,666 ","728,002 ",0 ,USSD,15,0,0,1,2,0,40,Medium Risk,2025-09
TXN2773,2025-10-29,CUST0241,AGT0016,Mwanza,Deposit,"190,233 ","212,810 ",0 ,Smartphone,3,0,0,0,2,0,20,Low Risk,2025-10
TXN2774,2025-10-14,CUST0425,AGT0049,Arusha,Send,"361,358 ","176,724 ",0 ,Web,9,0,0,1,3,1,50,Medium Risk,2025-10
TXN2775,2025-12-13,CUST0185,AGT0038,Dar,Deposit,"499,078 ","25,848 ",0 ,Feature Phone,8,0,0,1,1,0,30,Low Risk,2025-12
TXN2776,2025-12-31,CUST0130,AGT0115,Dodoma,PayBill,"336,720 ","211,529 ",0 ,USSD,18,0,0,1,1,0,30,Low Risk,2025-12
TXN2777,2025-03-11,CUST0093,AGT0102,Dodoma,Receive,"126,279 ","944,919 ","326,640 ",Feature Phone,2,0,0,0,8,1,80,High Risk,2025-03
TXN2778,2025-03-19,CUST0442,AGT0074,Dar,BuyAirtime,"389,332 ","942,633 ",0 ,Smartphone,23,0,0,1,9,1,110,High Risk,2025-03
TXN2779,2025-11-10,CUST0189,AGT0166,Dodoma,Withdraw,"360,782 ","902,726 ",0 ,Web,20,0,0,1,4,1,60,Medium Risk,2025-11
TXN2780,2025-04-14,CUST0131,AGT0090,Dodoma,Withdraw,"107,286 ","905,811 ",0 ,Web,17,0,0,0,9,1,90,High Risk,2025-04
TXN2781,2025-10-24,CUST0128,AGT0110,Mbeya,Receive,"20,457 ","881,846 ","309,324 ",Feature Phone,17,0,0,0,6,1,60,Medium Risk,2025-10
TXN2782,2025-06-24,CUST0185,AGT0162,Dodoma,Send,"380,922 ","659,248 ",0 ,Web,16,0,0,1,8,1,100,High Risk,2025-06
TXN2783,2025-11-05,CUST0258,AGT0169,Dar,PayBill,"499,661 ","60,662 ",0 ,Smartphone,4,0,0,1,1,0,30,Low Risk,2025-11
TXN2784,2025-01-03,CUST0435,AGT0006,Mwanza,Send,"198,469 ","745,478 ",0 ,Smartphone,12,0,0,0,12,1,120,High Risk,2025-01
TXN2785,2025-02-17,CUST0049,AGT0117,Arusha,PayBill,"329,917 ","556,662 ",0 ,USSD,21,0,0,1,10,1,120,High Risk,2025-02
TXN2786,2025-08-27,CUST0048,AGT0016,Dar,Receive,"408,654 ","359,999 ","25,614 ",Smartphone,9,0,0,1,6,1,80,High Risk,2025-08
TXN2787,2025-11-15,CUST0041,AGT0006,Mwanza,Receive,"427,161 ","958,914 ","214,793 ",Smartphone,19,0,0,1,3,1,50,Medium Risk,2025-11
TXN2788,2025-12-11,CUST0320,AGT0035,Arusha,Send,"282,831 ","238,529 ",0 ,Web,23,0,0,1,3,1,50,Medium Risk,2025-12
TXN2789,2025-08-02,CUST0089,AGT0114,Dar,Deposit,"308,156 ","761,288 ",0 ,USSD,14,0,0,1,3,1,50,Medium Risk,2025-08
TXN2790,2025-03-03,CUST0252,AGT0027,Arusha,Withdraw,"349,819 ","588,743 ",0 ,USSD,11,0,0,1,6,1,80,High Risk,2025-03
TXN2791,2025-09-25,CUST0126,AGT0024,Dar,BuyAirtime,"195,153 ","467,360 ",0 ,Feature Phone,9,0,0,0,1,0,10,Low Risk,2025-09
TXN2792,2025-02-04,CUST0173,AGT0083,Mbeya,Deposit,"153,192 ","641,713 ",0 ,Feature Phone,3,0,0,0,9,1,90,High Risk,2025-02
TXN2793,2025-03-07,CUST0357,AGT0163,Arusha,Send,"176,589 ","562,277 ",0 ,Web,8,0,0,0,12,1,120,High Risk,2025-03
TXN2794,2025-01-15,CUST0012,AGT0181,Arusha,Deposit,"460,237 ","541,704 ",0 ,Web,2,0,0,1,14,1,160,High Risk,2025-01
TXN2795,2025-06-21,CUST0188,AGT0085,Dar,Receive,"262,199 ","169,926 ","146,639 ",Feature Phone,10,0,0,1,4,1,60,Medium Risk,2025-06
TXN2796,2025-12-03,CUST0332,AGT0085,Dodoma,BuyAirtime,"457,726 ","426,800 ",0 ,Smartphone,18,0,0,1,2,0,40,Medium Risk,2025-12
TXN2797,2025-10-21,CUST0028,AGT0177,Mbeya,Withdraw,"380,719 ","295,765 ",0 ,Smartphone,8,0,0,1,3,1,50,Medium Risk,2025-10
TXN2798,2025-02-13,CUST0178,AGT0064,Dodoma,Send,"119,387 ","209,004 ",0 ,Feature Phone,10,0,0,0,6,1,60,Medium Risk,2025-02
TXN2799,2025-07-20,CUST0217,AGT0043,Arusha,Receive,"463,632 ","681,980 ","247,018 ",USSD,20,0,0,1,7,1,90,High Risk,2025-07
TXN2800,2025-11-18,CUST0228,AGT0193,Arusha,Receive,"86,626 ","462,457 ","155,659 ",USSD,14,0,0,0,2,0,20,Low Risk,2025-11
TXN2801,2025-09-08,CUST0437,AGT0154,Arusha,Send,"198,785 ","669,887 ",0 ,Feature Phone,9,0,0,0,4,1,40,Medium Risk,2025-09
TXN2802,2025-05-27,CUST0312,AGT0107,Dodoma,Send,"105,760 ","835,301 ",0 ,Feature Phone,6,0,0,0,6,1,60,Medium Risk,2025-05
TXN2803,2025-01-02,CUST0230,AGT0173,Mwanza,Deposit,"221,654 ","144,227 ",0 ,Smartphone,2,0,0,1,9,1,110,High Risk,2025-01
TXN2804,2025-02-25,CUST0404,AGT0122,Arusha,BuyAirtime,"16,214 ","835,556 ",0 ,USSD,4,0,0,0,6,1,60,Medium Risk,2025-02
TXN2805,2025-10-23,CUST0018,AGT0164,Mwanza,Deposit,"201,110 ","608,789 ",0 ,Web,17,0,0,1,5,1,70,High Risk,2025-10
TXN2806,2025-06-05,CUST0021,AGT0058,Dar,Deposit,"146,695 ","31,522 ",0 ,USSD,7,0,0,0,7,1,70,High Risk,2025-06
TXN2807,2025-01-17,CUST0182,AGT0026,Dar,BuyAirtime,"470,198 ","390,799 ",0 ,Web,15,0,0,1,14,1,160,High Risk,2025-01
TXN2808,2025-01-17,CUST0306,AGT0015,Mwanza,PayBill,"299,073 ","673,655 ",0 ,Web,13,0,0,1,12,1,140,High Risk,2025-01
TXN2809,2025-04-26,CUST0222,AGT0011,Mwanza,Withdraw,"414,771 ","708,841 ",0 ,Web,8,0,0,1,10,1,120,High Risk,2025-04
TXN2810,2025-05-01,CUST0358,AGT0144,Dar,Send,"290,000 ","96,455 ",0 ,Web,3,0,0,1,8,1,100,High Risk,2025-05
TXN2811,2025-05-31,CUST0412,AGT0181,Dar,Deposit,"408,811 ","787,410 ",0 ,Feature Phone,3,0,0,1,6,1,80,High Risk,2025-05
TXN2812,2025-02-14,CUST0127,AGT0192,Mwanza,Withdraw,"261,288 ","153,652 ",0 ,Feature Phone,1,0,0,1,7,1,90,High Risk,2025-02
TXN2813,2025-12-21,CUST0042,AGT0008,Dodoma,Send,"174,810 ","628,416 ",0 ,USSD,1,0,0,0,2,0,20,Low Risk,2025-12
TXN2814,2025-03-20,CUST0228,AGT0199,Dodoma,Send,"143,753 ","730,881 ",0 ,Smartphone,3,0,0,0,12,1,120,High Risk,2025-03
TXN2815,2025-05-16,CUST0087,AGT0093,Dar,PayBill,"100,060 ","525,353 ",0 ,USSD,1,0,0,0,6,1,60,Medium Risk,2025-05
TXN2816,2025-05-13,CUST0008,AGT0031,Dar,BuyAirtime,"227,298 ","170,524 ",0 ,Feature Phone,11,0,0,1,9,1,110,High Risk,2025-05
TXN2817,2025-01-01,CUST0333,AGT0129,Dar,Deposit,"242,780 ","303,595 ",0 ,Smartphone,16,0,0,1,12,1,140,High Risk,2025-01
TXN2818,2025-04-19,CUST0429,AGT0010,Dar,BuyAirtime,"360,159 ","272,064 ",0 ,Web,8,0,0,1,8,1,100,High Risk,2025-04
TXN2819,2025-04-24,CUST0331,AGT0149,Mbeya,Withdraw,"455,279 ","974,602 ",0 ,USSD,13,0,0,1,4,1,60,Medium Risk,2025-04
TXN2820,2025-01-16,CUST0386,AGT0164,Mbeya,Withdraw,"251,072 ","520,684 ",0 ,Feature Phone,12,0,0,1,8,1,100,High Risk,2025-01
TXN2821,2025-12-20,CUST0442,AGT0158,Dar,Deposit,"264,938 ","908,688 ",0 ,USSD,15,0,0,1,1,0,30,Low Risk,2025-12
TXN2822,2025-05-19,CUST0488,AGT0061,Mbeya,Receive,"132,797 ","966,850 ","416,036 ",USSD,21,0,0,0,13,1,130,High Risk,2025-05
TXN2823,2025-06-11,CUST0222,AGT0162,Arusha,Deposit,"248,292 ","981,708 ",0 ,Web,12,0,0,1,9,1,110,High Risk,2025-06
TXN2824,2025-08-16,CUST0024,AGT0064,Mwanza,Receive,"333,663 ","15,683 ","7,358 ",Smartphone,3,0,0,1,6,1,80,High Risk,2025-08
TXN2825,2025-09-20,CUST0325,AGT0154,Mwanza,BuyAirtime,"48,720 ","168,583 ",0 ,Feature Phone,17,0,0,0,5,1,50,Medium Risk,2025-09
TXN2826,2025-07-29,CUST0136,AGT0048,Mbeya,Send,"53,932 ","870,012 ",0 ,USSD,16,0,0,0,6,1,60,Medium Risk,2025-07
TXN2827,2025-04-20,CUST0272,AGT0122,Dodoma,Send,"158,071 ","645,429 ",0 ,Web,19,0,0,0,7,1,70,High Risk,2025-04
TXN2828,2025-07-09,CUST0352,AGT0027,Mwanza,Receive,"220,885 ","855,647 ","368,187 ",Web,1,0,0,1,6,1,80,High Risk,2025-07
TXN2829,2025-01-04,CUST0308,AGT0070,Arusha,BuyAirtime,"398,449 ","850,130 ",0 ,Feature Phone,7,0,0,1,13,1,150,High Risk,2025-01
TXN2830,2025-07-31,CUST0027,AGT0175,Mbeya,BuyAirtime,"197,819 ","841,966 ",0 ,Web,8,0,0,0,5,1,50,Medium Risk,2025-07
TXN2831,2025-06-01,CUST0307,AGT0105,Mbeya,Receive,"330,045 ","285,332 ","448,463 ",Web,22,0,0,1,5,1,70,High Risk,2025-06
TXN2832,2025-11-03,CUST0030,AGT0124,Arusha,Withdraw,"140,671 ","235,301 ",0 ,Smartphone,23,0,0,0,1,0,10,Low Risk,2025-11
TXN2833,2025-12-10,CUST0471,AGT0005,Mwanza,PayBill,"189,246 ","868,074 ",0 ,USSD,23,0,0,0,1,0,10,Low Risk,2025-12
TXN2834,2025-10-24,CUST0164,AGT0066,Arusha,PayBill,"172,532 ","918,064 ",0 ,Web,11,0,0,0,1,0,10,Low Risk,2025-10
TXN2835,2025-05-23,CUST0005,AGT0153,Arusha,BuyAirtime,"377,352 ","96,016 ",0 ,Smartphone,15,0,0,1,9,1,110,High Risk,2025-05
TXN2836,2025-06-12,CUST0411,AGT0063,Mwanza,Receive,"108,840 ","352,375 ","473,347 ",Smartphone,18,0,0,0,9,1,90,High Risk,2025-06
TXN2837,2025-06-19,CUST0156,AGT0125,Dar,Receive,"262,276 ","757,998 ","106,076 ",USSD,19,0,0,1,5,1,70,High Risk,2025-06
TXN2838,2025-05-15,CUST0398,AGT0004,Mbeya,PayBill,"10,380 ","548,155 ",0 ,Web,9,0,0,0,6,1,60,Medium Risk,2025-05
TXN2839,2025-07-21,CUST0236,AGT0165,Dodoma,Receive,"379,355 ","373,155 ","466,459 ",Web,1,0,0,1,9,1,110,High Risk,2025-07
TXN2840,2025-08-27,CUST0218,AGT0184,Arusha,Withdraw,"311,909 ","745,200 ",0 ,Web,21,0,0,1,5,1,70,High Risk,2025-08
TXN2841,2025-09-14,CUST0207,AGT0120,Mbeya,Send,"246,447 ","230,721 ",0 ,Web,9,0,0,1,4,1,60,Medium Risk,2025-09
TXN2842,2025-05-15,CUST0244,AGT0165,Mbeya,Send,"226,863 ","689,635 ",0 ,Feature Phone,5,0,0,1,7,1,90,High Risk,2025-05
TXN2843,2025-06-07,CUST0305,AGT0186,Dar,Send,"193,317 ","510,417 ",0 ,Web,14,0,0,0,8,1,80,High Risk,2025-06
TXN2844,2025-08-07,CUST0483,AGT0009,Dodoma,Withdraw,"183,644 ","683,645 ",0 ,USSD,13,0,0,0,5,1,50,Medium Risk,2025-08
TXN2845,2025-04-16,CUST0052,AGT0043,Dar,PayBill,"398,164 ","7,322 ",0 ,USSD,5,0,0,1,8,1,100,High Risk,2025-04
TXN2846,2025-02-24,CUST0209,AGT0044,Mwanza,Receive,"81,071 ","995,366 ","156,851 ",Feature Phone,17,0,0,0,12,1,120,High Risk,2025-02
TXN2847,2025-08-17,CUST0500,AGT0166,Mwanza,PayBill,"139,962 ","702,753 ",0 ,Web,9,0,0,0,4,1,40,Medium Risk,2025-08
TXN2848,2025-11-19,CUST0240,AGT0195,Mbeya,Deposit,"264,272 ","271,956 ",0 ,Feature Phone,15,0,0,1,2,0,40,Medium Risk,2025-11
TXN2849,2025-06-05,CUST0142,AGT0079,Dar,Receive,"96,517 ","352,412 ","297,783 ",USSD,23,0,0,0,6,1,60,Medium Risk,2025-06
TXN2850,2025-08-18,CUST0164,AGT0157,Mwanza,PayBill,"156,181 ","364,414 ",0 ,Smartphone,4,0,0,0,7,1,70,High Risk,2025-08
TXN2851,2025-08-07,CUST0304,AGT0185,Dar,BuyAirtime,"19,704 ","703,592 ",0 ,USSD,8,0,0,0,6,1,60,Medium Risk,2025-08
TXN2852,2025-08-14,CUST0463,AGT0080,Arusha,BuyAirtime,"186,484 ","167,611 ",0 ,Smartphone,18,0,0,0,5,1,50,Medium Risk,2025-08
TXN2853,2025-02-10,CUST0074,AGT0111,Dar,Deposit,"455,506 ","149,761 ",0 ,USSD,23,0,0,1,10,1,120,High Risk,2025-02
TXN2854,2025-10-14,CUST0262,AGT0146,Mbeya,BuyAirtime,"167,551 ","453,856 ",0 ,Web,7,1,0,0,3,1,80,High Risk,2025-10
TXN2855,2025-05-06,CUST0063,AGT0154,Dodoma,PayBill,"428,857 ","569,253 ",0 ,USSD,17,0,0,1,10,1,120,High Risk,2025-05
TXN2856,2025-07-13,CUST0008,AGT0060,Dar,BuyAirtime,"69,758 ","162,759 ",0 ,Web,7,0,0,0,7,1,70,High Risk,2025-07
TXN2857,2025-01-06,CUST0004,AGT0024,Mwanza,PayBill,"189,077 ","256,602 ",0 ,USSD,19,0,0,0,10,1,100,High Risk,2025-01
TXN2858,2025-08-31,CUST0261,AGT0194,Mbeya,Deposit,"333,218 ","801,366 ",0 ,USSD,8,0,0,1,4,1,60,Medium Risk,2025-08
TXN2859,2025-09-22,CUST0417,AGT0172,Mwanza,BuyAirtime,"189,541 ","655,337 ",0 ,USSD,6,1,0,0,6,1,110,High Risk,2025-09
TXN2860,2025-04-19,CUST0096,AGT0157,Mbeya,Deposit,"25,206 ","511,785 ",0 ,Smartphone,1,0,0,0,10,1,100,High Risk,2025-04
TXN2861,2025-06-11,CUST0009,AGT0100,Dodoma,BuyAirtime,"202,308 ","156,668 ",0 ,USSD,18,0,0,1,7,1,90,High Risk,2025-06
TXN2862,2025-10-23,CUST0367,AGT0096,Mwanza,Deposit,"367,061 ","276,087 ",0 ,USSD,20,0,0,1,2,0,40,Medium Risk,2025-10
TXN2863,2025-06-20,CUST0326,AGT0120,Dar,BuyAirtime,"39,388 ","292,801 ",0 ,Feature Phone,21,0,0,0,4,1,40,Medium Risk,2025-06
TXN2864,2025-08-19,CUST0488,AGT0188,Mbeya,Withdraw,"33,051 ","279,065 ",0 ,USSD,7,0,0,0,9,1,90,High Risk,2025-08
TXN2865,2025-11-02,CUST0312,AGT0024,Dodoma,Deposit,"24,075 ","60,784 ",0 ,USSD,9,0,0,0,1,0,10,Low Risk,2025-11
TXN2866,2025-04-03,CUST0460,AGT0190,Arusha,Withdraw,"123,971 ","764,243 ",0 ,Feature Phone,15,0,0,0,9,1,90,High Risk,2025-04
